draw_id,draw_date,n1,n2,n3,n4,n5,n6,sum,min,max,range,odd_count,even_count,low_count,high_count,gap_1,gap_2,gap_3,gap_4,gap_5,consecutive_pairs,max_gap,min_gap,source_dataset_version,analysis_version,through_draw,override_ref
00217,2018-12-20,8,17,24,33,34,44,160,8,44,36,2,4,3,3,9,7,9,1,10,1,10,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00218,2018-12-22,3,8,16,35,39,52,153,3,52,49,3,3,3,3,5,8,19,4,13,0,19,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00219,2018-12-25,3,9,17,21,23,51,124,3,51,48,6,0,5,1,6,8,4,2,28,0,28,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00220,2018-12-27,5,20,33,42,43,50,193,5,50,45,3,3,2,4,15,13,9,1,7,1,15,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00221,2018-12-29,8,36,42,43,50,52,231,8,52,44,1,5,1,5,28,6,1,7,2,1,28,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00222,2019-01-01,2,19,21,27,37,46,152,2,46,44,4,2,4,2,17,2,6,10,9,0,17,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00223,2019-01-03,23,31,37,45,49,54,239,23,54,31,5,1,1,5,8,6,8,4,5,0,8,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00224,2019-01-05,10,11,38,47,53,55,214,10,55,45,4,2,2,4,1,27,9,6,2,1,27,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00225,2019-01-08,3,5,9,11,45,48,121,3,48,45,5,1,4,2,2,4,2,34,3,0,34,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00226,2019-01-10,12,22,31,35,40,47,187,12,47,35,3,3,2,4,10,9,4,5,7,0,10,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00227,2019-01-12,7,13,14,26,42,54,156,7,54,47,2,4,4,2,6,1,12,16,12,1,16,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00228,2019-01-15,4,6,13,22,29,30,104,4,30,26,2,4,4,2,2,7,9,7,1,1,9,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00229,2019-01-17,13,14,22,34,35,55,173,13,55,42,3,3,3,3,1,8,12,1,20,2,20,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00230,2019-01-19,13,29,42,46,51,53,234,13,53,40,4,2,1,5,16,13,4,5,2,0,16,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00231,2019-01-22,1,14,22,40,52,55,184,1,55,54,2,4,3,3,13,8,18,12,3,0,18,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00232,2019-01-24,31,35,38,44,49,55,252,31,55,24,4,2,0,6,4,3,6,5,6,0,6,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00233,2019-01-26,20,27,33,43,53,54,230,20,54,34,4,2,2,4,7,6,10,10,1,1,10,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00234,2019-01-29,15,20,26,41,45,55,202,15,55,40,4,2,3,3,5,6,15,4,10,0,15,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00235,2019-01-31,10,19,20,28,34,44,155,10,44,34,1,5,3,3,9,1,8,6,10,1,10,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00236,2019-02-02,11,23,27,35,36,46,178,11,46,35,4,2,3,3,12,4,8,1,10,1,12,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00237,2019-02-07,20,27,28,32,47,50,204,20,50,30,2,4,2,4,7,1,4,15,3,1,15,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00238,2019-02-09,2,14,15,44,46,50,171,2,50,48,1,5,3,3,12,1,29,2,4,1,29,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00239,2019-02-12,1,12,17,34,48,49,161,1,49,48,3,3,3,3,11,5,17,14,1,1,17,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00240,2019-02-14,8,15,26,41,43,53,186,8,53,45,4,2,3,3,7,11,15,2,10,0,15,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00241,2019-02-16,5,8,14,28,37,40,132,5,40,35,2,4,3,3,3,6,14,9,3,0,14,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00242,2019-02-19,12,18,22,29,32,52,165,12,52,40,1,5,3,3,6,4,7,3,20,0,20,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00243,2019-02-21,3,10,11,15,29,34,102,3,34,31,4,2,4,2,7,1,4,14,5,1,14,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00244,2019-02-23,16,19,30,39,43,52,199,16,52,36,3,3,2,4,3,11,9,4,9,0,11,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00245,2019-02-26,8,9,16,34,42,43,152,8,43,35,2,4,3,3,1,7,18,8,1,2,18,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00246,2019-02-28,4,15,19,34,40,42,154,4,42,38,2,4,3,3,11,4,15,6,2,0,15,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00247,2019-03-02,1,2,3,20,46,48,120,1,48,47,2,4,4,2,1,1,17,26,2,2,26,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00248,2019-03-05,1,15,23,51,53,55,198,1,55,54,6,0,3,3,14,8,28,2,2,0,28,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00249,2019-03-07,2,14,20,33,41,47,157,2,47,45,3,3,3,3,12,6,13,8,6,0,13,6,ds_cbdf3834368e,ds_16b6be697acb,01190,
00250,2019-03-09,18,24,31,34,35,44,186,18,44,26,2,4,2,4,6,7,3,1,9,1,9,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00251,2019-03-12,9,16,26,34,44,49,178,9,49,40,2,4,3,3,7,10,8,10,5,0,10,5,ds_cbdf3834368e,ds_16b6be697acb,01190,
00252,2019-03-14,18,21,25,35,44,53,196,18,53,35,4,2,3,3,3,4,10,9,9,0,10,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00253,2019-03-16,10,18,22,24,35,40,149,10,40,30,1,5,4,2,8,4,2,11,5,0,11,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00254,2019-03-19,8,28,32,35,40,45,188,8,45,37,2,4,1,5,20,4,3,5,5,0,20,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00255,2019-03-21,7,18,32,42,46,53,198,7,53,46,2,4,2,4,11,14,10,4,7,0,14,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00256,2019-03-23,3,9,30,41,46,52,181,3,52,49,3,3,2,4,6,21,11,5,6,0,21,5,ds_cbdf3834368e,ds_16b6be697acb,01190,
00257,2019-03-26,15,19,28,40,44,48,194,15,48,33,2,4,2,4,4,9,12,4,4,0,12,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00258,2019-03-28,3,23,37,43,44,49,199,3,49,46,5,1,2,4,20,14,6,1,5,1,20,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00259,2019-03-30,3,15,18,35,50,54,175,3,54,51,3,3,3,3,12,3,17,15,4,0,17,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00260,2019-04-02,1,4,9,20,22,26,82,1,26,25,2,4,6,0,3,5,11,2,4,0,11,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00261,2019-04-04,16,26,29,38,47,51,207,16,51,35,3,3,2,4,10,3,9,9,4,0,10,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00262,2019-04-06,1,20,30,41,46,50,188,1,50,49,2,4,2,4,19,10,11,5,4,0,19,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00263,2019-04-09,10,14,19,36,48,49,176,10,49,39,2,4,3,3,4,5,17,12,1,1,17,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00264,2019-04-11,1,8,31,32,37,55,164,1,55,54,4,2,2,4,7,23,1,5,18,1,23,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00265,2019-04-13,9,13,20,21,36,43,142,9,43,34,4,2,4,2,4,7,1,15,7,1,15,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00266,2019-04-16,16,29,32,33,52,53,215,16,53,37,3,3,1,5,13,3,1,19,1,2,19,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00267,2019-04-18,7,8,15,24,26,48,128,7,48,41,2,4,5,1,1,7,9,2,22,1,22,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00268,2019-04-20,8,10,12,24,40,44,138,8,44,36,0,6,4,2,2,2,12,16,4,0,16,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00269,2019-04-23,20,21,22,31,43,45,182,20,45,25,4,2,3,3,1,1,9,12,2,2,12,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00270,2019-04-25,16,22,23,33,36,38,168,16,38,22,2,4,3,3,6,1,10,3,2,1,10,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00271,2019-04-27,1,11,22,26,33,51,144,1,51,50,4,2,4,2,10,11,4,7,18,0,18,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00272,2019-04-30,3,5,13,40,41,45,147,3,45,42,5,1,3,3,2,8,27,1,4,1,27,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00273,2019-05-02,2,10,16,17,33,36,114,2,36,34,2,4,4,2,8,6,1,16,3,1,16,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00274,2019-05-04,1,2,3,17,26,53,102,1,53,52,4,2,5,1,1,1,14,9,27,2,27,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00275,2019-05-07,3,6,7,8,9,49,82,3,49,46,4,2,5,1,3,1,1,1,40,3,40,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00276,2019-05-09,19,21,48,49,54,55,246,19,55,36,4,2,2,4,2,27,1,5,1,2,27,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00277,2019-05-11,6,11,20,22,26,28,113,6,28,22,1,5,5,1,5,9,2,4,2,0,9,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00278,2019-05-14,6,11,15,21,30,40,123,6,40,34,3,3,4,2,5,4,6,9,10,0,10,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00279,2019-05-16,8,28,30,33,40,43,182,8,43,35,2,4,1,5,20,2,3,7,3,0,20,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00280,2019-05-18,6,10,13,18,29,38,114,6,38,32,2,4,4,2,4,3,5,11,9,0,11,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00281,2019-05-21,11,12,29,31,37,53,173,11,53,42,5,1,2,4,1,17,2,6,16,1,17,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00282,2019-05-23,13,21,33,42,53,55,217,13,55,42,5,1,2,4,8,12,9,11,2,0,12,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00283,2019-05-25,4,12,35,44,50,55,200,4,55,51,2,4,2,4,8,23,9,6,5,0,23,5,ds_cbdf3834368e,ds_16b6be697acb,01190,
00284,2019-05-28,15,22,31,32,33,37,170,15,37,22,4,2,2,4,7,9,1,1,4,2,9,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00285,2019-05-30,17,31,33,34,37,40,192,17,40,23,4,2,1,5,14,2,1,3,3,1,14,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00286,2019-06-01,10,24,31,41,42,47,195,10,47,37,3,3,2,4,14,7,10,1,5,1,14,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00287,2019-06-04,18,20,24,26,33,41,162,18,41,23,2,4,4,2,2,4,2,7,8,0,8,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00288,2019-06-06,10,13,30,36,51,54,194,10,54,44,2,4,2,4,3,17,6,15,3,0,17,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00289,2019-06-08,2,8,10,23,27,35,105,2,35,33,3,3,5,1,6,2,13,4,8,0,13,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00290,2019-06-11,2,5,13,20,30,49,119,2,49,47,3,3,4,2,3,8,7,10,19,0,19,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00291,2019-06-13,6,9,15,22,29,53,134,6,53,47,4,2,4,2,3,6,7,7,24,0,24,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00292,2019-06-15,13,23,40,45,52,55,228,13,55,42,4,2,2,4,10,17,5,7,3,0,17,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00293,2019-06-18,24,31,45,46,47,54,247,24,54,30,3,3,1,5,7,14,1,1,7,2,14,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00294,2019-06-20,9,15,23,41,49,51,188,9,51,42,6,0,3,3,6,8,18,8,2,0,18,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00295,2019-06-22,1,9,23,28,42,54,157,1,54,53,3,3,3,3,8,14,5,14,12,0,14,5,ds_cbdf3834368e,ds_16b6be697acb,01190,
00296,2019-06-25,3,14,34,35,40,49,175,3,49,46,3,3,2,4,11,20,1,5,9,1,20,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00297,2019-06-27,9,29,32,44,49,53,216,9,53,44,4,2,1,5,20,3,12,5,4,0,20,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00298,2019-06-29,6,10,19,31,34,43,143,6,43,37,3,3,3,3,4,9,12,3,9,0,12,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00299,2019-07-02,2,9,33,45,52,54,195,2,54,52,3,3,2,4,7,24,12,7,2,0,24,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00300,2019-07-04,4,5,14,46,52,54,175,4,54,50,1,5,3,3,1,9,32,6,2,1,32,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00301,2019-07-06,5,29,36,39,46,53,208,5,53,48,4,2,1,5,24,7,3,7,7,0,24,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00302,2019-07-09,4,17,25,40,42,51,179,4,51,47,3,3,3,3,13,8,15,2,9,0,15,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00303,2019-07-11,6,9,15,26,35,38,129,6,38,32,3,3,4,2,3,6,11,9,3,0,11,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00304,2019-07-13,5,23,29,45,50,52,204,5,52,47,4,2,2,4,18,6,16,5,2,0,18,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00305,2019-07-16,4,12,19,31,33,40,139,4,40,36,3,3,3,3,8,7,12,2,7,0,12,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00306,2019-07-18,4,24,29,31,39,41,168,4,41,37,4,2,2,4,20,5,2,8,2,0,20,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00307,2019-07-20,15,18,25,32,42,52,184,15,52,37,2,4,3,3,3,7,7,10,10,0,10,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00308,2019-07-23,5,10,21,32,39,52,159,5,52,47,3,3,3,3,5,11,11,7,13,0,13,5,ds_cbdf3834368e,ds_16b6be697acb,01190,
00309,2019-07-25,3,31,34,41,52,53,214,3,53,50,4,2,1,5,28,3,7,11,1,1,28,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00310,2019-07-27,2,3,25,33,44,50,157,2,50,48,3,3,3,3,1,22,8,11,6,1,22,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00311,2019-07-30,3,8,12,21,32,51,127,3,51,48,3,3,4,2,5,4,9,11,19,0,19,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00312,2019-08-01,1,18,39,45,48,49,200,1,49,48,4,2,2,4,17,21,6,3,1,1,21,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00313,2019-08-03,13,24,25,26,27,30,145,13,30,17,3,3,5,1,11,1,1,1,3,3,11,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00314,2019-08-06,9,11,19,20,26,42,127,9,42,33,3,3,5,1,2,8,1,6,16,1,16,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00315,2019-08-08,1,6,17,18,21,41,104,1,41,40,4,2,5,1,5,11,1,3,20,1,20,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00316,2019-08-10,7,17,36,42,43,50,195,7,50,43,3,3,2,4,10,19,6,1,7,1,19,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00317,2019-08-13,4,8,16,27,32,40,127,4,40,36,1,5,4,2,4,8,11,5,8,0,11,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00318,2019-08-15,19,25,31,32,39,47,193,19,47,28,5,1,2,4,6,6,1,7,8,1,8,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00319,2019-08-17,9,11,24,26,38,53,161,9,53,44,3,3,4,2,2,13,2,12,15,0,15,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00320,2019-08-20,10,30,38,48,54,55,235,10,55,45,1,5,1,5,20,8,10,6,1,1,20,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00321,2019-08-22,4,7,16,17,30,39,113,4,39,35,3,3,4,2,3,9,1,13,9,1,13,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00322,2019-08-24,19,20,34,40,49,51,213,19,51,32,3,3,2,4,1,14,6,9,2,1,14,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00323,2019-08-27,16,22,29,33,46,47,193,16,47,31,3,3,2,4,6,7,4,13,1,1,13,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00324,2019-08-29,10,11,12,23,27,48,131,10,48,38,3,3,5,1,1,1,11,4,21,2,21,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00325,2019-08-31,13,20,23,32,51,52,191,13,52,39,3,3,3,3,7,3,9,19,1,1,19,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00326,2019-09-03,13,14,29,35,41,55,187,13,55,42,5,1,2,4,1,15,6,6,14,1,15,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00327,2019-09-05,20,24,27,30,33,45,179,20,45,25,3,3,3,3,4,3,3,3,12,0,12,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00328,2019-09-07,7,17,31,35,38,46,174,7,46,39,4,2,2,4,10,14,4,3,8,0,14,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00329,2019-09-10,6,9,19,39,50,54,177,6,54,48,3,3,3,3,3,10,20,11,4,0,20,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00330,2019-09-12,18,29,32,33,45,49,206,18,49,31,4,2,1,5,11,3,1,12,4,1,12,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00331,2019-09-14,10,36,42,44,45,54,231,10,54,44,1,5,1,5,26,6,2,1,9,1,26,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00332,2019-09-17,3,14,26,38,43,47,171,3,47,44,3,3,3,3,11,12,12,5,4,0,12,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00333,2019-09-19,2,8,22,34,39,41,146,2,41,39,2,4,3,3,6,14,12,5,2,0,14,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00334,2019-09-21,2,5,23,30,42,45,147,2,45,43,3,3,3,3,3,18,7,12,3,0,18,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00335,2019-09-24,12,33,39,40,48,53,225,12,53,41,3,3,1,5,21,6,1,8,5,1,21,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00336,2019-09-26,7,12,38,43,51,55,206,7,55,48,4,2,2,4,5,26,5,8,4,0,26,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00337,2019-09-28,4,8,21,23,40,43,139,4,43,39,3,3,4,2,4,13,2,17,3,0,17,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00338,2019-10-01,5,22,38,41,47,49,202,5,49,44,4,2,2,4,17,16,3,6,2,0,17,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00339,2019-10-03,4,7,8,26,37,44,126,4,44,40,2,4,4,2,3,1,18,11,7,1,18,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00340,2019-10-05,10,29,30,31,37,51,188,10,51,41,4,2,1,5,19,1,1,6,14,2,19,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00341,2019-10-08,8,36,39,43,48,50,224,8,50,42,2,4,1,5,28,3,4,5,2,0,28,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00342,2019-10-10,4,17,42,51,53,55,222,4,55,51,4,2,2,4,13,25,9,2,2,0,25,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00343,2019-10-12,21,39,48,51,53,55,267,21,55,34,5,1,1,5,18,9,3,2,2,0,18,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00344,2019-10-15,9,12,29,46,48,53,197,9,53,44,3,3,2,4,3,17,17,2,5,0,17,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00345,2019-10-17,5,11,14,34,51,53,168,5,53,48,4,2,3,3,6,3,20,17,2,0,20,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00346,2019-10-19,1,10,21,26,42,43,143,1,43,42,3,3,4,2,9,11,5,16,1,1,16,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00347,2019-10-22,2,16,26,27,36,40,147,2,40,38,1,5,4,2,14,10,1,9,4,1,14,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00348,2019-10-24,9,14,23,41,45,50,182,9,50,41,4,2,3,3,5,9,18,4,5,0,18,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00349,2019-10-26,18,20,22,50,51,53,214,18,53,35,2,4,3,3,2,2,28,1,2,1,28,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00350,2019-10-29,12,15,16,31,43,55,172,12,55,43,4,2,3,3,3,1,15,12,12,1,15,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00351,2019-10-31,18,19,22,37,47,48,191,18,48,30,3,3,3,3,1,3,15,10,1,2,15,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00352,2019-11-02,2,15,34,35,48,50,184,2,50,48,2,4,2,4,13,19,1,13,2,1,19,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00353,2019-11-05,3,6,16,17,44,50,136,3,50,47,2,4,4,2,3,10,1,27,6,1,27,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00354,2019-11-07,1,12,19,37,44,52,165,1,52,51,3,3,3,3,11,7,18,7,8,0,18,7,ds_cbdf3834368e,ds_16b6be697acb,01190,
00355,2019-11-09,1,3,6,25,29,41,105,1,41,40,5,1,4,2,2,3,19,4,12,0,19,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00356,2019-11-12,10,17,24,27,36,39,153,10,39,29,3,3,4,2,7,7,3,9,3,0,9,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00357,2019-11-14,9,12,16,36,41,55,169,9,55,46,3,3,3,3,3,4,20,5,14,0,20,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00358,2019-11-16,6,8,18,22,49,52,155,6,52,46,1,5,4,2,2,10,4,27,3,0,27,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00359,2019-11-19,19,21,33,35,38,40,186,19,40,21,4,2,2,4,2,12,2,3,2,0,12,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00360,2019-11-21,21,24,35,38,42,47,207,21,47,26,3,3,2,4,3,11,3,4,5,0,11,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00361,2019-11-23,7,29,30,45,50,55,216,7,55,48,4,2,1,5,22,1,15,5,5,1,22,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00362,2019-11-26,7,19,38,41,42,47,194,7,47,40,4,2,2,4,12,19,3,1,5,1,19,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00363,2019-11-28,1,18,26,28,53,55,181,1,55,54,3,3,3,3,17,8,2,25,2,0,25,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00364,2019-11-30,8,9,10,32,44,50,153,8,50,42,1,5,3,3,1,1,22,12,6,2,22,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00365,2019-12-03,21,29,36,41,50,52,229,21,52,31,3,3,1,5,8,7,5,9,2,0,9,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00366,2019-12-05,9,11,16,27,35,40,138,9,40,31,4,2,4,2,2,5,11,8,5,0,11,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00367,2019-12-07,7,18,38,42,47,51,203,7,51,44,3,3,2,4,11,20,4,5,4,0,20,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00368,2019-12-10,5,20,33,42,43,49,192,5,49,44,4,2,2,4,15,13,9,1,6,1,15,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00369,2019-12-12,1,9,15,42,49,50,166,1,50,49,4,2,3,3,8,6,27,7,1,1,27,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00370,2019-12-14,3,30,33,34,40,47,187,3,47,44,3,3,1,5,27,3,1,6,7,1,27,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00371,2019-12-17,4,5,14,19,22,37,101,4,37,33,3,3,5,1,1,9,5,3,15,1,15,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00372,2019-12-19,18,22,25,28,29,34,156,18,34,16,2,4,3,3,4,3,3,1,5,1,5,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00373,2019-12-21,5,8,20,34,37,42,146,5,42,37,2,4,3,3,3,12,14,3,5,0,14,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00374,2019-12-24,3,16,30,34,50,55,188,3,55,52,2,4,2,4,13,14,4,16,5,0,16,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00375,2019-12-26,5,6,12,18,23,54,118,5,54,49,2,4,5,1,1,6,6,5,31,1,31,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00376,2019-12-28,10,17,26,28,29,32,142,10,32,22,2,4,3,3,7,9,2,1,3,1,9,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00377,2019-12-31,2,22,26,28,44,55,177,2,55,53,1,5,3,3,20,4,2,16,11,0,20,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00378,2020-01-02,12,14,26,29,33,40,154,12,40,28,2,4,3,3,2,12,3,4,7,0,12,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00379,2020-01-04,4,14,26,42,44,55,185,4,55,51,1,5,3,3,10,12,16,2,11,0,16,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00380,2020-01-07,8,11,16,22,42,54,153,8,54,46,1,5,4,2,3,5,6,20,12,0,20,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00381,2020-01-09,17,20,21,29,52,54,193,17,54,37,3,3,3,3,3,1,8,23,2,1,23,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00382,2020-01-11,8,11,17,19,25,47,127,8,47,39,5,1,5,1,3,6,2,6,22,0,22,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00383,2020-01-14,3,4,17,39,50,51,164,3,51,48,4,2,3,3,1,13,22,11,1,2,22,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00384,2020-01-16,10,11,26,33,44,46,170,10,46,36,2,4,3,3,1,15,7,11,2,1,15,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00385,2020-01-18,13,18,19,23,32,43,148,13,43,30,4,2,4,2,5,1,4,9,11,1,11,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00386,2020-01-21,14,31,45,47,52,54,243,14,54,40,3,3,1,5,17,14,2,5,2,0,17,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00387,2020-01-23,9,15,18,25,31,49,147,9,49,40,5,1,4,2,6,3,7,6,18,0,18,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
