draw_id,draw_date,n1,n2,n3,n4,n5,n6,sum,min,max,range,odd_count,even_count,low_count,high_count,gap_1,gap_2,gap_3,gap_4,gap_5,consecutive_pairs,max_gap,min_gap,source_dataset_version,analysis_version,through_draw,override_ref
00606,2021-07-17,2,7,11,21,31,42,114,2,42,40,4,2,4,2,5,4,10,10,11,0,11,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00607,2021-07-20,2,8,11,13,17,26,77,2,26,24,3,3,6,0,6,3,2,4,9,0,9,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00608,2021-07-22,2,20,24,39,46,53,184,2,53,51,2,4,3,3,18,4,15,7,7,0,18,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00609,2021-08-19,5,9,12,20,43,51,140,5,51,46,4,2,4,2,4,3,8,23,8,0,23,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00610,2021-08-21,22,24,27,37,38,48,196,22,48,26,2,4,3,3,2,3,10,1,10,1,10,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00611,2021-08-24,2,4,7,18,30,35,96,2,35,33,2,4,4,2,2,3,11,12,5,0,12,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00612,2021-08-26,11,13,20,51,53,55,203,11,55,44,5,1,3,3,2,7,31,2,2,0,31,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00613,2021-08-28,10,16,26,27,34,48,161,10,48,38,1,5,4,2,6,10,1,7,14,1,14,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00614,2021-08-31,7,20,37,47,51,53,215,7,53,46,5,1,2,4,13,17,10,4,2,0,17,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00615,2021-09-02,1,8,12,26,28,45,120,1,45,44,2,4,4,2,7,4,14,2,17,0,17,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00616,2021-09-04,11,12,32,42,43,51,191,11,51,40,3,3,2,4,1,20,10,1,8,2,20,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00617,2021-09-07,19,30,35,43,47,55,229,19,55,36,5,1,1,5,11,5,8,4,8,0,11,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00618,2021-09-09,6,8,10,23,39,44,130,6,44,38,2,4,4,2,2,2,13,16,5,0,16,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00619,2021-09-11,8,17,20,36,39,44,164,8,44,36,2,4,3,3,9,3,16,3,5,0,16,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00620,2021-09-14,17,22,30,40,43,44,196,17,44,27,2,4,2,4,5,8,10,3,1,1,10,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00621,2021-09-16,10,16,40,43,45,46,200,10,46,36,2,4,2,4,6,24,3,2,1,1,24,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00622,2021-09-18,3,14,15,21,47,52,152,3,52,49,4,2,4,2,11,1,6,26,5,1,26,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00623,2021-09-21,15,24,25,40,42,50,196,15,50,35,2,4,3,3,9,1,15,2,8,1,15,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00624,2021-09-23,6,7,21,25,27,49,135,6,49,43,5,1,5,1,1,14,4,2,22,1,22,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00625,2021-09-25,7,20,27,43,48,51,196,7,51,44,4,2,3,3,13,7,16,5,3,0,16,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00626,2021-09-28,7,22,25,40,49,50,193,7,50,43,3,3,3,3,15,3,15,9,1,1,15,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00627,2021-09-30,18,23,26,32,46,49,194,18,49,31,2,4,3,3,5,3,6,14,3,0,14,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00628,2021-10-02,5,6,22,26,49,51,159,5,51,46,3,3,4,2,1,16,4,23,2,1,23,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00629,2021-10-05,11,16,17,19,38,43,144,11,43,32,4,2,4,2,5,1,2,19,5,1,19,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00630,2021-10-07,6,15,21,24,45,55,166,6,55,49,4,2,4,2,9,6,3,21,10,0,21,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00631,2021-10-09,1,22,25,38,39,54,179,1,54,53,3,3,3,3,21,3,13,1,15,1,21,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00632,2021-10-12,14,17,31,33,42,50,187,14,50,36,3,3,2,4,3,14,2,9,8,0,14,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00633,2021-10-14,9,21,24,30,41,44,169,9,44,35,3,3,3,3,12,3,6,11,3,0,12,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00634,2021-10-16,9,17,22,28,50,55,181,9,55,46,3,3,3,3,8,5,6,22,5,0,22,5,ds_cbdf3834368e,ds_16b6be697acb,01190,
00635,2021-10-19,3,9,25,29,46,50,162,3,50,47,4,2,3,3,6,16,4,17,4,0,17,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00636,2021-10-21,3,19,32,36,41,51,182,3,51,48,4,2,2,4,16,13,4,5,10,0,16,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00637,2021-10-23,5,11,19,26,28,33,122,5,33,28,4,2,4,2,6,8,7,2,5,0,8,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00638,2021-10-26,21,24,29,34,39,53,200,21,53,32,4,2,2,4,3,5,5,5,14,0,14,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00639,2021-10-28,2,4,6,13,31,35,91,2,35,33,3,3,4,2,2,2,7,18,4,0,18,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00640,2021-10-30,31,36,40,44,50,53,254,31,53,22,2,4,0,6,5,4,4,6,3,0,6,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00641,2021-11-02,37,38,42,46,47,55,265,37,55,18,3,3,0,6,1,4,4,1,8,2,8,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00642,2021-11-04,5,10,15,31,32,50,143,5,50,45,3,3,3,3,5,5,16,1,18,1,18,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00643,2021-11-06,23,31,41,48,49,51,243,23,51,28,5,1,1,5,8,10,7,1,2,1,10,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00644,2021-11-09,12,25,26,47,51,53,214,12,53,41,4,2,3,3,13,1,21,4,2,1,21,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00645,2021-11-11,3,35,37,41,45,49,210,3,49,46,6,0,1,5,32,2,4,4,4,0,32,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00646,2021-11-13,18,22,29,33,46,48,196,18,48,30,2,4,2,4,4,7,4,13,2,0,13,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00647,2021-11-16,8,19,27,34,46,51,185,8,51,43,3,3,3,3,11,8,7,12,5,0,12,5,ds_cbdf3834368e,ds_16b6be697acb,01190,
00648,2021-11-18,18,30,32,37,39,40,196,18,40,22,2,4,1,5,12,2,5,2,1,1,12,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00649,2021-11-20,6,10,29,30,31,51,157,6,51,45,3,3,2,4,4,19,1,1,20,2,20,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00650,2021-11-23,5,7,9,28,38,55,142,5,55,50,4,2,3,3,2,2,19,10,17,0,19,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00651,2021-11-25,16,18,24,29,33,41,161,16,41,25,3,3,3,3,2,6,5,4,8,0,8,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00652,2021-11-27,2,5,7,21,31,37,103,2,37,35,5,1,4,2,3,2,14,10,6,0,14,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00653,2021-11-30,12,21,23,28,33,46,163,12,46,34,3,3,3,3,9,2,5,5,13,0,13,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00654,2021-12-02,6,23,28,31,44,48,180,6,48,42,2,4,2,4,17,5,3,13,4,0,17,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00655,2021-12-04,7,9,31,32,36,49,164,7,49,42,4,2,2,4,2,22,1,4,13,1,22,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00656,2021-12-07,4,6,22,32,34,53,151,4,53,49,1,5,3,3,2,16,10,2,19,0,19,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00657,2021-12-09,3,14,33,40,41,50,181,3,50,47,3,3,2,4,11,19,7,1,9,1,19,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00658,2021-12-11,8,13,17,22,42,51,153,8,51,43,3,3,4,2,5,4,5,20,9,0,20,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00659,2021-12-14,10,16,19,24,39,50,158,10,50,40,2,4,4,2,6,3,5,15,11,0,15,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00660,2021-12-16,19,24,30,41,43,49,206,19,49,30,4,2,2,4,5,6,11,2,6,0,11,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00661,2021-12-18,4,6,19,26,38,41,134,4,41,37,2,4,4,2,2,13,7,12,3,0,13,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00662,2021-12-21,23,25,28,49,52,54,231,23,54,31,3,3,2,4,2,3,21,3,2,0,21,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00663,2021-12-23,8,22,29,43,45,54,201,8,54,46,3,3,2,4,14,7,14,2,9,0,14,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00664,2021-12-25,6,8,23,25,33,35,130,6,35,29,4,2,4,2,2,15,2,8,2,0,15,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00665,2021-12-28,3,8,9,40,44,48,152,3,48,45,2,4,3,3,5,1,31,4,4,1,31,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00666,2021-12-30,9,25,27,32,37,46,176,9,46,37,4,2,3,3,16,2,5,5,9,0,16,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00667,2022-01-01,4,25,28,32,33,55,177,4,55,51,3,3,2,4,21,3,4,1,22,1,22,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00668,2022-01-04,11,17,22,28,39,49,166,11,49,38,4,2,3,3,6,5,6,11,10,0,11,5,ds_cbdf3834368e,ds_16b6be697acb,01190,
00669,2022-01-06,4,8,14,21,30,49,126,4,49,45,2,4,4,2,4,6,7,9,19,0,19,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00670,2022-01-08,6,17,37,41,48,50,199,6,50,44,3,3,2,4,11,20,4,7,2,0,20,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00671,2022-01-11,12,25,26,28,33,46,170,12,46,34,2,4,3,3,13,1,2,5,13,1,13,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00672,2022-01-13,7,12,17,26,37,46,145,7,46,39,3,3,4,2,5,5,9,11,9,0,11,5,ds_cbdf3834368e,ds_16b6be697acb,01190,
00673,2022-01-15,20,26,41,46,47,48,228,20,48,28,2,4,2,4,6,15,5,1,1,2,15,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00674,2022-01-18,6,15,16,33,41,43,154,6,43,37,4,2,3,3,9,1,17,8,2,1,17,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00675,2022-01-20,8,21,32,34,41,46,182,8,46,38,2,4,2,4,13,11,2,7,5,0,13,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00676,2022-01-22,2,6,16,29,37,42,132,2,42,40,2,4,3,3,4,10,13,8,5,0,13,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00677,2022-01-25,2,16,17,20,31,51,137,2,51,49,3,3,4,2,14,1,3,11,20,1,20,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00678,2022-01-27,1,26,31,36,40,46,180,1,46,45,2,4,2,4,25,5,5,4,6,0,25,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00679,2022-01-29,6,10,17,23,25,38,119,6,38,32,3,3,5,1,4,7,6,2,13,0,13,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00680,2022-02-03,13,18,22,35,42,43,173,13,43,30,3,3,3,3,5,4,13,7,1,1,13,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00681,2022-02-05,1,17,23,29,44,45,159,1,45,44,5,1,3,3,16,6,6,15,1,1,16,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00682,2022-02-08,12,15,21,28,32,40,148,12,40,28,2,4,3,3,3,6,7,4,8,0,8,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00683,2022-02-10,3,15,26,35,43,52,174,3,52,49,4,2,3,3,12,11,9,8,9,0,12,8,ds_cbdf3834368e,ds_16b6be697acb,01190,
00684,2022-02-12,4,8,12,42,44,51,161,4,51,47,1,5,3,3,4,4,30,2,7,0,30,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00685,2022-02-15,5,7,14,24,29,36,115,5,36,31,3,3,4,2,2,7,10,5,7,0,10,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00686,2022-02-17,5,24,40,42,46,54,211,5,54,49,1,5,2,4,19,16,2,4,8,0,19,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00687,2022-02-19,1,11,14,33,46,48,153,1,48,47,3,3,3,3,10,3,19,13,2,0,19,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00688,2022-02-22,9,16,19,23,25,39,131,9,39,30,5,1,5,1,7,3,4,2,14,0,14,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00689,2022-02-24,2,15,25,30,31,32,135,2,32,30,3,3,3,3,13,10,5,1,1,2,13,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00690,2022-02-26,5,8,30,36,49,51,179,5,51,46,3,3,2,4,3,22,6,13,2,0,22,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00691,2022-03-01,15,19,25,42,51,53,205,15,53,38,5,1,3,3,4,6,17,9,2,0,17,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00692,2022-03-03,4,10,16,25,26,43,124,4,43,39,2,4,5,1,6,6,9,1,17,1,17,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00693,2022-03-05,5,12,15,25,43,48,148,5,48,43,4,2,4,2,7,3,10,18,5,0,18,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00694,2022-03-08,3,23,25,39,47,48,185,3,48,45,5,1,3,3,20,2,14,8,1,1,20,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00695,2022-03-10,1,3,8,16,19,36,83,1,36,35,3,3,5,1,2,5,8,3,17,0,17,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00696,2022-03-12,12,16,18,26,30,45,147,12,45,33,1,5,4,2,4,2,8,4,15,0,15,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00697,2022-03-15,6,14,24,28,33,52,157,6,52,46,1,5,3,3,8,10,4,5,19,0,19,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00698,2022-03-17,1,6,12,21,37,49,126,1,49,48,4,2,4,2,5,6,9,16,12,0,16,5,ds_cbdf3834368e,ds_16b6be697acb,01190,
00699,2022-03-19,8,20,24,37,51,55,195,8,55,47,3,3,3,3,12,4,13,14,4,0,14,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00700,2022-03-22,1,14,18,28,47,49,157,1,49,48,3,3,3,3,13,4,10,19,2,0,19,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00701,2022-03-24,5,9,16,35,45,46,156,5,46,41,4,2,3,3,4,7,19,10,1,1,19,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00702,2022-03-26,1,6,16,30,34,55,142,1,55,54,2,4,3,3,5,10,14,4,21,0,21,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00703,2022-03-29,5,11,32,35,40,52,175,5,52,47,3,3,2,4,6,21,3,5,12,0,21,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00704,2022-03-31,5,24,34,39,42,49,193,5,49,44,3,3,2,4,19,10,5,3,7,0,19,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00705,2022-04-02,32,38,42,44,47,55,258,32,55,23,2,4,0,6,6,4,2,3,8,0,8,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00706,2022-04-05,5,18,26,36,43,44,172,5,44,39,2,4,3,3,13,8,10,7,1,1,13,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00707,2022-04-07,6,14,15,25,29,32,121,6,32,26,3,3,4,2,8,1,10,4,3,1,10,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00708,2022-04-09,2,3,19,28,42,45,139,2,45,43,3,3,3,3,1,16,9,14,3,1,16,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00709,2022-04-12,11,18,20,22,25,40,136,11,40,29,2,4,5,1,7,2,2,3,15,0,15,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00710,2022-04-14,1,5,9,34,37,45,131,1,45,44,5,1,3,3,4,4,25,3,8,0,25,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00711,2022-04-16,4,8,39,41,53,55,200,4,55,51,4,2,2,4,4,31,2,12,2,0,31,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00712,2022-04-19,2,7,13,28,29,34,113,2,34,32,3,3,3,3,5,6,15,1,5,1,15,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00713,2022-04-21,21,24,27,34,38,42,186,21,42,21,2,4,3,3,3,3,7,4,4,0,7,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00714,2022-04-23,3,27,36,41,49,55,211,3,55,52,5,1,2,4,24,9,5,8,6,0,24,5,ds_cbdf3834368e,ds_16b6be697acb,01190,
00715,2022-04-26,14,22,24,25,43,49,177,14,49,35,3,3,4,2,8,2,1,18,6,1,18,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00716,2022-04-28,8,24,25,32,37,44,170,8,44,36,2,4,3,3,16,1,7,5,7,1,16,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00717,2022-04-30,11,23,51,52,53,54,244,11,54,43,4,2,2,4,12,28,1,1,1,3,28,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00718,2022-05-03,1,22,38,48,49,53,211,1,53,52,3,3,2,4,21,16,10,1,4,1,21,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00719,2022-05-05,27,29,33,39,47,53,228,27,53,26,6,0,1,5,2,4,6,8,6,0,8,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00720,2022-05-07,15,32,33,36,43,46,205,15,46,31,3,3,1,5,17,1,3,7,3,1,17,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00721,2022-05-10,12,18,41,43,47,51,212,12,51,39,4,2,2,4,6,23,2,4,4,0,23,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00722,2022-05-12,9,18,24,43,44,50,188,9,50,41,2,4,3,3,9,6,19,1,6,1,19,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00723,2022-05-14,2,28,30,43,44,55,202,2,55,53,2,4,1,5,26,2,13,1,11,1,26,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00724,2022-05-17,11,17,25,29,45,48,175,11,48,37,5,1,3,3,6,8,4,16,3,0,16,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00725,2022-05-19,3,6,31,40,47,54,181,3,54,51,3,3,2,4,3,25,9,7,7,0,25,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00726,2022-05-21,19,32,38,40,45,48,222,19,48,29,2,4,1,5,13,6,2,5,3,0,13,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00727,2022-05-24,18,31,32,46,50,52,229,18,52,34,1,5,1,5,13,1,14,4,2,1,14,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00728,2022-05-26,4,30,32,39,41,53,199,4,53,49,3,3,1,5,26,2,7,2,12,0,26,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00729,2022-05-28,33,36,38,42,43,46,238,33,46,13,2,4,0,6,3,2,4,1,3,1,4,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00730,2022-05-31,4,10,15,16,47,51,143,4,51,47,3,3,4,2,6,5,1,31,4,1,31,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00731,2022-06-02,7,11,28,30,33,50,159,7,50,43,3,3,2,4,4,17,2,3,17,0,17,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00732,2022-06-04,3,17,27,30,34,49,160,3,49,46,4,2,3,3,14,10,3,4,15,0,15,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00733,2022-06-07,16,17,21,28,39,50,171,16,50,34,3,3,3,3,1,4,7,11,11,1,11,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00734,2022-06-09,30,31,35,43,48,50,237,30,50,20,3,3,0,6,1,4,8,5,2,1,8,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00735,2022-06-11,10,18,23,25,45,47,168,10,47,37,4,2,4,2,8,5,2,20,2,0,20,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00736,2022-06-14,2,15,26,32,35,36,146,2,36,34,2,4,3,3,13,11,6,3,1,1,13,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00737,2022-06-16,9,13,21,40,51,54,188,9,54,45,4,2,3,3,4,8,19,11,3,0,19,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00738,2022-06-18,6,27,43,44,45,47,212,6,47,41,4,2,2,4,21,16,1,1,2,2,21,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00739,2022-06-21,9,13,19,21,34,51,147,9,51,42,5,1,4,2,4,6,2,13,17,0,17,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00740,2022-06-23,10,22,23,34,46,54,189,10,54,44,1,5,3,3,12,1,11,12,8,1,12,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00741,2022-06-25,14,17,31,35,37,40,174,14,40,26,4,2,2,4,3,14,4,2,3,0,14,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00742,2022-06-28,5,22,30,32,38,55,182,5,55,50,2,4,2,4,17,8,2,6,17,0,17,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00743,2022-06-30,5,11,15,19,29,31,110,5,31,26,6,0,4,2,6,4,4,10,2,0,10,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00744,2022-07-02,6,26,39,40,46,47,204,6,47,41,2,4,2,4,20,13,1,6,1,2,20,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00745,2022-07-05,5,7,12,26,29,44,123,5,44,39,3,3,4,2,2,5,14,3,15,0,15,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00746,2022-07-07,18,24,32,43,48,55,220,18,55,37,2,4,2,4,6,8,11,5,7,0,11,5,ds_cbdf3834368e,ds_16b6be697acb,01190,
00747,2022-07-09,5,21,24,47,52,55,204,5,55,50,4,2,3,3,16,3,23,5,3,0,23,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00748,2022-07-12,12,13,24,25,39,41,154,12,41,29,4,2,4,2,1,11,1,14,2,2,14,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00749,2022-07-14,11,25,29,37,39,52,193,11,52,41,5,1,2,4,14,4,8,2,13,0,14,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00750,2022-07-16,6,13,18,27,34,46,144,6,46,40,2,4,4,2,7,5,9,7,12,0,12,5,ds_cbdf3834368e,ds_16b6be697acb,01190,
00751,2022-07-19,8,9,33,34,35,52,171,8,52,44,3,3,2,4,1,24,1,1,17,3,24,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00752,2022-07-21,2,20,33,45,51,55,206,2,55,53,4,2,2,4,18,13,12,6,4,0,18,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00753,2022-07-23,27,28,29,39,40,54,217,27,54,27,3,3,1,5,1,1,10,1,14,3,14,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00754,2022-07-26,5,8,9,13,14,47,96,5,47,42,4,2,5,1,3,1,4,1,33,2,33,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00755,2022-07-28,5,6,17,28,29,39,124,5,39,34,4,2,3,3,1,11,11,1,10,2,11,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00756,2022-07-30,1,4,24,35,44,47,155,1,47,46,3,3,3,3,3,20,11,9,3,0,20,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00757,2022-08-02,2,5,28,40,47,48,170,2,48,46,2,4,2,4,3,23,12,7,1,1,23,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00758,2022-08-04,8,9,20,41,48,54,180,8,54,46,2,4,3,3,1,11,21,7,6,1,21,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00759,2022-08-06,6,21,27,41,51,53,199,6,53,47,5,1,3,3,15,6,14,10,2,0,15,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00760,2022-08-09,9,10,36,41,51,55,202,9,55,46,4,2,2,4,1,26,5,10,4,1,26,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00761,2022-08-11,1,12,21,34,48,55,171,1,55,54,3,3,3,3,11,9,13,14,7,0,14,7,ds_cbdf3834368e,ds_16b6be697acb,01190,
00762,2022-08-13,19,28,29,30,33,36,175,19,36,17,3,3,1,5,9,1,1,3,3,2,9,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00763,2022-08-16,17,18,28,47,50,53,213,17,53,36,3,3,2,4,1,10,19,3,3,1,19,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00764,2022-08-18,23,27,31,37,38,42,198,23,42,19,4,2,2,4,4,4,6,1,4,1,6,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00765,2022-08-20,6,16,29,32,42,51,176,6,51,45,2,4,2,4,10,13,3,10,9,0,13,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00766,2022-08-23,13,21,31,41,44,45,195,13,45,32,5,1,2,4,8,10,10,3,1,1,10,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00767,2022-08-25,19,30,35,40,49,53,226,19,53,34,4,2,1,5,11,5,5,9,4,0,11,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00768,2022-08-27,1,5,7,10,25,48,96,1,48,47,4,2,5,1,4,2,3,15,23,0,23,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00769,2022-08-30,2,13,19,29,30,32,125,2,32,30,3,3,3,3,11,6,10,1,2,1,11,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00770,2022-09-01,4,14,18,39,50,53,178,4,53,49,2,4,3,3,10,4,21,11,3,0,21,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00771,2022-09-03,11,22,31,33,40,46,183,11,46,35,3,3,2,4,11,9,2,7,6,0,11,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00772,2022-09-06,1,5,27,43,52,54,182,1,54,53,4,2,3,3,4,22,16,9,2,0,22,2,ds_cbdf3834368e,ds_16b6be697acb,01190,
00773,2022-09-08,9,13,23,32,36,52,165,9,52,43,3,3,3,3,4,10,9,4,16,0,16,4,ds_cbdf3834368e,ds_16b6be697acb,01190,
00774,2022-09-10,2,8,15,19,35,38,117,2,38,36,3,3,4,2,6,7,4,16,3,0,16,3,ds_cbdf3834368e,ds_16b6be697acb,01190,
00775,2022-09-13,9,10,21,40,41,48,169,9,48,39,3,3,3,3,1,11,19,1,7,2,19,1,ds_cbdf3834368e,ds_16b6be697acb,01190,
00776,2022-09-15,3,8,19,30,41,52,153,3,52,49,3,3,3,3,5,11,11,11,11,0,11,5,ds_cbdf3834368e,ds_16b6be697acb,01190,
